INDEX Date,INDEX Price,ABB Date,ABB Price,Alfa laval AB Date,Alfa laval AB Price,Assa Abloy B Date,Assa Abloy B Price,AstraZeneca Date,AstraZeneca Price,Atlas Copco A Date,Atlas Copco A Price,Atlas Copco B Date,Atlas Copco B Price,Boliden Date,Boliden Price,Carlsberg B Date,Carlsberg B Price,Coloplast Date,Coloplast Price,Danske Bank Date,Danske Bank Price,DSV Date,DSV Price,EQT AB Date,EQT AB Price,Essity B Date,Essity B Price,Evolution AB Date,Evolution AB Price,Genmab Date,Genmab Price,H&M B Date,H&M B Price,Hexagon B Date,Hexagon B Price,Investor B Date,Investor B Price,KONE Oyj Date,KONE Oyj Price,LM Ericsson B Date,LM Ericsson B Price,Moller Maersk B Date,Moller Maersk B Price,Neste Oyj Date,Neste Oyj Price,NIBE Industrier B Date,NIBE Industrier B Price,Nokia Oyj Date,Nokia Oyj Price,Nordea Bank Date,Nordea Bank Price,Novo Nordisk B Date,Novo Nordisk B Price,Novozymes B Date,Novozymes B Price,Oersted AS Date,Oersted AS Price,Pandora Date,Pandora Price,SAAB B Date,SAAB B Price,Sampo Oyj A Date,Sampo Oyj A Price,Sandvik AB Date,Sandvik AB Price,SCA B Date,SCA B Price,SEB A Date,SEB A Price,Svenska Handelsbanken A Date,Svenska Handelsbanken A Price,Swedbank A Date,Swedbank A Price,UPM-Kymmene Date,UPM-Kymmene Price,Vestas Wind Date,Vestas Wind Price,Volvo B Date,Volvo B Price,Zealand Pharma Date,Zealand Pharma Price
11/18/2024,"2,560.97",11/18/2024,609,11/18/2024,466,11/18/2024,325.2,11/18/2024,"1,386.00",11/18/2024,174.6,11/18/2024,152.4,11/18/2024,319.5,11/18/2024,725,11/18/2024,890,11/18/2024,207.1,11/18/2024,"1,485.00",11/18/2024,295,11/18/2024,297.2,11/18/2024,993.2,11/18/2024,"1,463.50",11/18/2024,153.5,11/18/2024,94.2,11/18/2024,297.9,11/15/2024,49.13,11/18/2024,88.12,11/18/2024,"12,055",11/15/2024,13.77,11/18/2024,47.9,11/15/2024,4.215,11/15/2024,10.79,11/18/2024,706.3,11/18/2024,390.1,11/18/2024,382.1,11/18/2024,"1,095.00",11/18/2024,239.9,11/15/2024,40.03,11/18/2024,204.9,11/18/2024,141.5,11/18/2024,151.6,11/18/2024,112.1,11/18/2024,218.3,11/15/2024,26.18,11/18/2024,100.3,11/18/2024,271.2,11/18/2024,676.5
11/15/2024,"2,568.60",11/15/2024,615,11/15/2024,463,11/15/2024,325.2,11/15/2024,"1,392.50",11/15/2024,175.4,11/15/2024,153.4,11/15/2024,314.8,11/15/2024,720,11/15/2024,901.2,11/15/2024,205.3,11/15/2024,"1,465.50",11/15/2024,293.9,11/15/2024,297.1,11/15/2024,"1,009.00",11/15/2024,"1,450.00",11/15/2024,155.7,11/15/2024,94,11/15/2024,296.3,11/14/2024,49.26,11/15/2024,87.42,11/15/2024,"11,840",11/14/2024,13.77,11/15/2024,50.1,11/14/2024,4.239,11/14/2024,10.685,11/15/2024,711,11/15/2024,400.8,11/15/2024,393.6,11/15/2024,"1,085.00",11/15/2024,234.9,11/14/2024,40.05,11/15/2024,203.9,11/15/2024,140.5,11/15/2024,151.85,11/15/2024,111.3,11/15/2024,216.4,11/14/2024,25.9,11/15/2024,104.5,11/15/2024,272.6,11/15/2024,720.5
11/14/2024,"2,615.38",11/14/2024,619.6,11/14/2024,467.8,11/14/2024,330.3,11/14/2024,"1,440.00",11/14/2024,178.4,11/14/2024,155.9,11/14/2024,311.5,11/14/2024,720,11/14/2024,913.8,11/14/2024,204.8,11/14/2024,"1,463.00",11/14/2024,295.7,11/14/2024,297.4,11/14/2024,997.2,11/14/2024,"1,518.00",11/14/2024,155,11/14/2024,95.8,11/14/2024,300.7,11/13/2024,49.57,11/14/2024,88,11/14/2024,"11,780",11/13/2024,13.34,11/14/2024,52.6,11/13/2024,4.195,11/13/2024,10.52,11/14/2024,751.3,11/14/2024,407.1,11/14/2024,380,11/14/2024,"1,097.00",11/14/2024,236.7,11/13/2024,39.76,11/14/2024,203.1,11/14/2024,138.8,11/14/2024,151.05,11/14/2024,111.3,11/14/2024,216.4,11/13/2024,25.35,11/14/2024,100.2,11/14/2024,275.2,11/14/2024,801.5
11/13/2024,"2,599.58",11/13/2024,616.8,11/13/2024,465.1,11/13/2024,327.7,11/13/2024,"1,426.00",11/13/2024,178.1,11/13/2024,155.3,11/13/2024,313.9,11/13/2024,713.6,11/13/2024,879.6,11/13/2024,202,11/13/2024,"1,456.50",11/13/2024,295.8,11/13/2024,296.3,11/13/2024,977.6,11/13/2024,"1,551.50",11/13/2024,155,11/13/2024,94.4,11/13/2024,296.7,11/12/2024,49.34,11/13/2024,87.96,11/13/2024,"11,155",11/12/2024,12.9,11/13/2024,50,11/12/2024,4.208,11/12/2024,10.575,11/13/2024,756,11/13/2024,409,11/13/2024,370.9,11/13/2024,"1,092.00",11/13/2024,242.2,11/12/2024,39.79,11/13/2024,202.2,11/13/2024,137.1,11/13/2024,149.7,11/13/2024,110.4,11/13/2024,214.1,11/12/2024,25.09,11/13/2024,99.6,11/13/2024,273.7,11/13/2024,816
11/12/2024,"2,601.31",11/12/2024,611.6,11/12/2024,462.6,11/12/2024,325.9,11/12/2024,"1,409.50",11/12/2024,177.1,11/12/2024,154.7,11/12/2024,313.7,11/12/2024,730.2,11/12/2024,906.8,11/12/2024,200.6,11/12/2024,"1,477.00",11/12/2024,300.7,11/12/2024,298.4,11/12/2024,974.8,11/12/2024,"1,578.00",11/12/2024,157.1,11/12/2024,95.1,11/12/2024,298.1,11/11/2024,50.08,11/12/2024,87.4,11/12/2024,"10,850",11/11/2024,13.11,11/12/2024,48.9,11/11/2024,4.279,11/11/2024,10.82,11/12/2024,748.9,11/12/2024,413.5,11/12/2024,370.3,11/12/2024,"1,094.50",11/12/2024,243.9,11/11/2024,40.11,11/12/2024,203.1,11/12/2024,135.3,11/12/2024,151.8,11/12/2024,110.95,11/12/2024,214.6,11/11/2024,26,11/12/2024,99.5,11/12/2024,277,11/12/2024,833.5
11/11/2024,"2,672.40",11/11/2024,625.8,11/11/2024,475.3,11/11/2024,339.3,11/11/2024,"1,407.00",11/11/2024,184.6,11/11/2024,161.4,11/11/2024,328.8,11/11/2024,747.6,11/11/2024,928.6,11/11/2024,205.9,11/11/2024,"1,498.50",11/11/2024,313.3,11/11/2024,297.8,11/11/2024,977.8,11/11/2024,"1,609.00",11/11/2024,157.8,11/11/2024,98.8,11/11/2024,305.4,11/8/2024,49.63,11/11/2024,88.48,11/11/2024,"10,985",11/8/2024,12.83,11/11/2024,50,11/8/2024,4.216,11/8/2024,10.685,11/11/2024,773.9,11/11/2024,426.4,11/11/2024,381.9,11/11/2024,"1,076.50",11/11/2024,241.8,11/8/2024,40.05,11/11/2024,212.3,11/11/2024,138.1,11/11/2024,156.3,11/11/2024,112.3,11/11/2024,218.9,11/8/2024,26.24,11/11/2024,102.7,11/11/2024,283.5,11/11/2024,877.5
11/8/2024,"2,626.15",11/8/2024,618.6,11/8/2024,475.6,11/8/2024,332.5,11/8/2024,"1,397.50",11/8/2024,181.2,11/8/2024,158.6,11/8/2024,332.8,11/8/2024,737,11/8/2024,912,11/8/2024,205,11/8/2024,"1,482.50",11/8/2024,310.4,11/8/2024,295.5,11/8/2024,977.2,11/8/2024,"1,592.00",11/8/2024,158.8,11/8/2024,101.7,11/8/2024,302.8,11/7/2024,50.96,11/8/2024,88.4,11/8/2024,"11,215",11/7/2024,13.27,11/8/2024,49.1,11/7/2024,4.249,11/7/2024,10.815,11/8/2024,745.7,11/8/2024,423.7,11/8/2024,378.8,11/8/2024,"1,064.50",11/8/2024,233,11/7/2024,40.15,11/8/2024,211.8,11/8/2024,139.6,11/8/2024,153.75,11/8/2024,111.3,11/8/2024,216.7,11/7/2024,26.54,11/8/2024,104.5,11/8/2024,283.6,11/8/2024,847
11/7/2024,"2,640.04",11/7/2024,616.2,11/7/2024,477.1,11/7/2024,337.7,11/7/2024,"1,372.00",11/7/2024,183,11/7/2024,160.9,11/7/2024,346.2,11/7/2024,742,11/7/2024,909.2,11/7/2024,209.1,11/7/2024,"1,479.50",11/7/2024,314.9,11/7/2024,294.6,11/7/2024,994.2,11/7/2024,"1,589.50",11/7/2024,158.3,11/7/2024,104.9,11/7/2024,305.9,11/6/2024,49.83,11/7/2024,87.94,11/7/2024,"11,340",11/6/2024,13.03,11/7/2024,49.8,11/6/2024,4.282,11/6/2024,10.865,11/7/2024,730,11/7/2024,424,11/7/2024,374.7,11/7/2024,"1,054.00",11/7/2024,235.4,11/6/2024,41,11/7/2024,216.8,11/7/2024,140.1,11/7/2024,155,11/7/2024,112.1,11/7/2024,220,11/6/2024,26.44,11/7/2024,107.5,11/7/2024,291.7,11/7/2024,813.5
11/6/2024,"2,624.60",11/6/2024,620.4,11/6/2024,467,11/6/2024,333.6,11/6/2024,"1,394.00",11/6/2024,177.8,11/6/2024,157.1,11/6/2024,330.8,11/6/2024,722.6,11/6/2024,919,11/6/2024,207.9,11/6/2024,"1,500.00",11/6/2024,307.3,11/6/2024,292.5,11/6/2024,983.8,11/6/2024,"1,523.50",11/6/2024,160.7,11/6/2024,102.2,11/6/2024,303.6,11/5/2024,51,11/6/2024,88.74,11/6/2024,"10,725",11/5/2024,14.07,11/6/2024,50.8,11/5/2024,4.29,11/5/2024,10.89,11/6/2024,749.5,11/6/2024,407.8,11/6/2024,366,11/6/2024,"1,041.50",11/6/2024,224.3,11/5/2024,41,11/6/2024,210,11/6/2024,139.5,11/6/2024,155.85,11/6/2024,112.9,11/6/2024,219.1,11/5/2024,27.07,11/6/2024,104.1,11/6/2024,278.4,11/6/2024,857
11/5/2024,"2,641.90",11/5/2024,611.8,11/5/2024,474.3,11/5/2024,340,11/5/2024,"1,412.00",11/5/2024,178.1,11/5/2024,157.1,11/5/2024,342.9,11/5/2024,745.6,11/5/2024,886,11/5/2024,209.7,11/5/2024,"1,508.00",11/5/2024,306,11/5/2024,303.7,11/5/2024,995,11/5/2024,"1,518.00",11/5/2024,162,11/5/2024,100.4,11/5/2024,303.5,11/4/2024,50.4,11/5/2024,89.06,11/5/2024,"11,455",11/4/2024,14.09,11/5/2024,54.8,11/4/2024,4.329,11/4/2024,11.045,11/5/2024,745.4,11/5/2024,427,11/5/2024,419.7,11/5/2024,"1,059.50",11/5/2024,228.4,11/4/2024,41.21,11/5/2024,209.7,11/5/2024,142.1,11/5/2024,154.85,11/5/2024,114.25,11/5/2024,221.9,11/4/2024,26.85,11/5/2024,119.3,11/5/2024,278.8,11/5/2024,827
11/4/2024,"2,661.72",11/4/2024,598.2,11/4/2024,470.9,11/4/2024,337.9,11/4/2024,"1,531.00",11/4/2024,176.6,11/4/2024,155.2,11/4/2024,339.4,11/4/2024,746.4,11/4/2024,888.2,11/4/2024,207.9,11/4/2024,"1,510.00",11/4/2024,306.3,11/4/2024,302,11/4/2024,"1,000.00",11/4/2024,"1,552.50",11/4/2024,162,11/4/2024,100.8,11/4/2024,303.9,11/1/2024,50.42,11/4/2024,89.42,11/4/2024,"11,510",11/1/2024,13.99,11/4/2024,55.5,11/1/2024,4.379,11/1/2024,11.01,11/4/2024,752.6,11/4/2024,429.6,11/4/2024,425.1,11/4/2024,"1,061.00",11/4/2024,219.1,11/1/2024,41.3,11/4/2024,209.3,11/4/2024,141.3,11/4/2024,155.25,11/4/2024,113.8,11/4/2024,223.5,11/1/2024,27.05,11/4/2024,135.9,11/4/2024,275,11/4/2024,845
11/1/2024,"2,668.29",11/1/2024,596.8,11/1/2024,469.3,11/1/2024,334.3,11/1/2024,"1,526.00",11/1/2024,175.4,11/1/2024,155.2,11/1/2024,332.4,11/1/2024,761.8,11/1/2024,871.8,11/1/2024,208.1,11/1/2024,"1,519.00",11/1/2024,308.2,11/1/2024,303.1,11/1/2024,"1,000.50",11/1/2024,"1,548.50",11/1/2024,159.5,11/1/2024,101.7,11/1/2024,302.1,10/31/2024,50.26,11/1/2024,89.5,11/1/2024,"11,235",10/31/2024,14.68,11/1/2024,52,10/31/2024,4.325,10/31/2024,10.765,11/1/2024,768.9,11/1/2024,432.1,11/1/2024,408.5,11/1/2024,"1,059.50",11/1/2024,222.1,10/31/2024,40.7,11/1/2024,210.1,11/1/2024,140.4,11/1/2024,153,11/1/2024,112.3,11/1/2024,218.9,10/31/2024,26.93,11/1/2024,132.6,11/1/2024,274.9,11/1/2024,839.5
10/31/2024,"2,648.18",10/31/2024,593,10/31/2024,469.9,10/31/2024,332.9,10/31/2024,"1,520.50",10/31/2024,175.4,10/31/2024,154.6,10/31/2024,330.8,10/31/2024,755,10/31/2024,855.2,10/31/2024,202.2,10/31/2024,"1,490.50",10/31/2024,309,10/31/2024,300.8,10/31/2024,"1,005.00",10/31/2024,"1,534.50",10/31/2024,158.3,10/31/2024,99.6,10/31/2024,301.5,10/30/2024,50.4,10/31/2024,88.98,10/31/2024,"10,800",10/30/2024,14.69,10/31/2024,51.4,10/30/2024,4.415,10/30/2024,10.8,10/31/2024,763.1,10/31/2024,429.7,10/31/2024,400.7,10/31/2024,"1,034.00",10/31/2024,219.1,10/30/2024,41.23,10/31/2024,209,10/31/2024,140.9,10/31/2024,150.45,10/31/2024,110.8,10/31/2024,216.2,10/30/2024,27.19,10/31/2024,129.1,10/31/2024,276.7,10/31/2024,790.5
10/30/2024,"2,679.60",10/30/2024,598.4,10/30/2024,483.3,10/30/2024,334.6,10/30/2024,"1,551.50",10/30/2024,177.8,10/30/2024,157.3,10/30/2024,333.9,10/30/2024,751,10/30/2024,874.8,10/30/2024,196.1,10/30/2024,"1,498.00",10/30/2024,316.9,10/30/2024,304,10/30/2024,"1,006.00",10/30/2024,"1,555.50",10/30/2024,165.6,10/30/2024,103.6,10/30/2024,303.4,10/29/2024,52.08,10/30/2024,90.62,10/30/2024,"10,015",10/29/2024,15.11,10/30/2024,52.1,10/29/2024,4.504,10/29/2024,10.925,10/30/2024,771.5,10/30/2024,431.3,10/30/2024,408.5,10/30/2024,"1,055.50",10/30/2024,232.4,10/29/2024,41.31,10/30/2024,212.9,10/30/2024,141.8,10/30/2024,151.5,10/30/2024,111.3,10/30/2024,216.8,10/29/2024,28.45,10/30/2024,129.6,10/30/2024,277.6,10/30/2024,813.5
10/29/2024,"2,713.80",10/29/2024,598.4,10/29/2024,485.2,10/29/2024,337.1,10/29/2024,"1,600.50",10/29/2024,180.8,10/29/2024,160.1,10/29/2024,339.5,10/29/2024,785.4,10/29/2024,900.8,10/29/2024,197.6,10/29/2024,"1,502.00",10/29/2024,320.3,10/29/2024,305.5,10/29/2024,"1,010.50",10/29/2024,"1,578.50",10/29/2024,166.8,10/29/2024,107.9,10/29/2024,307.5,10/28/2024,51.58,10/29/2024,91.12,10/29/2024,"10,320",10/28/2024,14.94,10/29/2024,52.6,10/28/2024,4.49,10/28/2024,10.945,10/29/2024,768.8,10/29/2024,440.9,10/29/2024,419.9,10/29/2024,"1,067.00",10/29/2024,232.9,10/28/2024,40.93,10/29/2024,214.3,10/29/2024,144.6,10/29/2024,153.75,10/29/2024,112.3,10/29/2024,219.9,10/28/2024,29.06,10/29/2024,128.6,10/29/2024,279.8,10/29/2024,820.5
10/28/2024,"2,726.50",10/28/2024,603.2,10/28/2024,493.4,10/28/2024,341.6,10/28/2024,"1,606.00",10/28/2024,181.8,10/28/2024,160.9,10/28/2024,336,10/28/2024,790.8,10/28/2024,897,10/28/2024,199.4,10/28/2024,"1,518.00",10/28/2024,321.3,10/28/2024,312.6,10/28/2024,"1,041.50",10/28/2024,"1,582.00",10/28/2024,170,10/28/2024,108.5,10/28/2024,309.1,10/25/2024,51.22,10/28/2024,91.02,10/28/2024,"10,410",10/25/2024,14.79,10/28/2024,53.1,10/25/2024,4.415,10/25/2024,10.84,10/28/2024,770.6,10/28/2024,445.7,10/28/2024,434.1,10/28/2024,"1,048.50",10/28/2024,232.8,10/25/2024,40.62,10/28/2024,214.9,10/28/2024,145.7,10/28/2024,152.5,10/28/2024,112.4,10/28/2024,218.2,10/25/2024,28.96,10/28/2024,132.4,10/28/2024,279.8,10/28/2024,825
10/25/2024,"2,723.40",10/25/2024,594.8,10/25/2024,481.8,10/25/2024,334.6,10/25/2024,"1,594.50",10/25/2024,179.6,10/25/2024,158.8,10/25/2024,335.6,10/25/2024,785,10/25/2024,883.8,10/25/2024,198.8,10/25/2024,"1,500.00",10/25/2024,320,10/25/2024,304.6,10/25/2024,"1,044.50",10/25/2024,"1,593.50",10/25/2024,172.4,10/25/2024,105.3,10/25/2024,306,10/24/2024,51.3,10/25/2024,89.94,10/25/2024,"10,640",10/24/2024,14.39,10/25/2024,51.8,10/24/2024,4.397,10/24/2024,10.825,10/25/2024,784.3,10/25/2024,442.4,10/25/2024,433.6,10/25/2024,"1,040.50",10/25/2024,230.7,10/24/2024,40.4,10/25/2024,211,10/25/2024,149.2,10/25/2024,149.6,10/25/2024,111.8,10/25/2024,214.9,10/24/2024,28.14,10/25/2024,132.1,10/25/2024,277.2,10/25/2024,841.5
10/24/2024,"2,718.12",10/24/2024,591.2,10/24/2024,477.6,10/24/2024,332.6,10/24/2024,"1,602.50",10/24/2024,179.4,10/24/2024,158.4,10/24/2024,338.6,10/24/2024,787.4,10/24/2024,896.8,10/24/2024,199.7,10/24/2024,"1,499.00",10/24/2024,318.5,10/24/2024,305.8,10/24/2024,"1,095.50",10/24/2024,"1,578.50",10/24/2024,172.4,10/24/2024,101.5,10/24/2024,303.9,10/23/2024,51.8,10/24/2024,89.58,10/24/2024,"10,600",10/23/2024,15.24,10/24/2024,50.4,10/23/2024,4.341,10/23/2024,10.895,10/24/2024,787.6,10/24/2024,444.1,10/24/2024,434.6,10/24/2024,"1,048.00",10/24/2024,237,10/23/2024,40.34,10/24/2024,208.5,10/24/2024,137.1,10/24/2024,149.8,10/24/2024,109.7,10/24/2024,212.9,10/23/2024,28.45,10/24/2024,131.1,10/24/2024,269.3,10/24/2024,840.5
10/23/2024,"2,730.74",10/23/2024,590.4,10/23/2024,473.7,10/23/2024,332.6,10/23/2024,"1,624.00",10/23/2024,179.9,10/23/2024,159.4,10/23/2024,333.1,10/23/2024,783,10/23/2024,905,10/23/2024,201.8,10/23/2024,"1,511.00",10/23/2024,316.6,10/23/2024,308.2,10/23/2024,953.2,10/23/2024,"1,572.50",10/23/2024,172.4,10/23/2024,100.8,10/23/2024,306.7,10/22/2024,52.02,10/23/2024,89.4,10/23/2024,"10,335",10/22/2024,15.38,10/23/2024,50.3,10/22/2024,4.37,10/22/2024,10.93,10/23/2024,796.8,10/23/2024,449,10/23/2024,432.9,10/23/2024,"1,024.50",10/23/2024,236.9,10/22/2024,40.7,10/23/2024,210.6,10/23/2024,140.9,10/23/2024,158.5,10/23/2024,111.9,10/23/2024,218,10/22/2024,28.44,10/23/2024,128,10/23/2024,270.9,10/23/2024,837.5
10/22/2024,"2,735.99",10/22/2024,597.8,10/22/2024,472,10/22/2024,336.8,10/22/2024,"1,618.50",10/22/2024,179.9,10/22/2024,160.6,10/22/2024,341,10/22/2024,791.2,10/22/2024,898.4,10/22/2024,199.4,10/22/2024,"1,514.00",10/22/2024,320.8,10/22/2024,308.1,10/22/2024,946.4,10/22/2024,"1,553.50",10/22/2024,173.8,10/22/2024,102,10/22/2024,306.6,10/21/2024,52.62,10/22/2024,88.68,10/22/2024,"10,525",10/21/2024,15.11,10/22/2024,50.1,10/21/2024,4.36,10/21/2024,10.94,10/22/2024,801,10/22/2024,447.6,10/22/2024,433.3,10/22/2024,"1,030.50",10/22/2024,239.6,10/21/2024,41.54,10/22/2024,212,10/22/2024,141.4,10/22/2024,155.7,10/22/2024,103.65,10/22/2024,207.7,10/21/2024,28.21,10/22/2024,129.9,10/22/2024,269.8,10/22/2024,814
10/21/2024,"2,743.08",10/21/2024,598,10/21/2024,474,10/21/2024,338,10/21/2024,"1,634.50",10/21/2024,181.4,10/21/2024,162.3,10/21/2024,335.3,10/21/2024,790.2,10/21/2024,907.2,10/21/2024,198.7,10/21/2024,"1,510.50",10/21/2024,322.5,10/21/2024,311,10/21/2024,946,10/21/2024,"1,549.50",10/21/2024,174.9,10/21/2024,101.8,10/21/2024,308.4,10/18/2024,52.96,10/21/2024,89.26,10/21/2024,"10,640",10/18/2024,15.29,10/21/2024,51,10/18/2024,4.274,10/18/2024,11.08,10/21/2024,807.6,10/21/2024,451,10/21/2024,440.1,10/21/2024,"1,049.50",10/21/2024,219.9,10/18/2024,41.95,10/21/2024,213.1,10/21/2024,139.6,10/21/2024,154.1,10/21/2024,103.2,10/21/2024,206,10/18/2024,28.66,10/21/2024,129.5,10/21/2024,272.1,10/21/2024,814.5
10/18/2024,"2,752.24",10/18/2024,602.8,10/18/2024,475.1,10/18/2024,340,10/18/2024,"1,638.00",10/18/2024,183.6,10/18/2024,163.4,10/18/2024,332,10/18/2024,805.6,10/18/2024,896.4,10/18/2024,200.5,10/18/2024,"1,496.50",10/18/2024,325,10/18/2024,313.5,10/18/2024,957.8,10/18/2024,"1,563.50",10/18/2024,175.7,10/18/2024,103.3,10/18/2024,310,10/17/2024,52.02,10/18/2024,89.02,10/18/2024,"10,525",10/17/2024,15.95,10/18/2024,50.3,10/17/2024,3.945,10/17/2024,11.045,10/18/2024,807.2,10/18/2024,451.8,10/18/2024,442.4,10/18/2024,"1,073.50",10/18/2024,219.6,10/17/2024,41.68,10/18/2024,217.6,10/18/2024,140.5,10/18/2024,155,10/18/2024,102.8,10/18/2024,207.2,10/17/2024,28.13,10/18/2024,129.5,10/18/2024,274.3,10/18/2024,804
10/17/2024,"2,754.37",10/17/2024,611.6,10/17/2024,481.7,10/17/2024,340.4,10/17/2024,"1,643.00",10/17/2024,184,10/17/2024,165.2,10/17/2024,326.1,10/17/2024,803.2,10/17/2024,887.4,10/17/2024,201.4,10/17/2024,"1,504.50",10/17/2024,332.3,10/17/2024,313.4,10/17/2024,948.6,10/17/2024,"1,575.00",10/17/2024,176.8,10/17/2024,102,10/17/2024,308.5,10/16/2024,51.52,10/17/2024,87.5,10/17/2024,"10,180",10/16/2024,16,10/17/2024,49.5,10/16/2024,4.047,10/16/2024,10.39,10/17/2024,816.6,10/17/2024,454.2,10/17/2024,438.5,10/17/2024,"1,081.50",10/17/2024,220.3,10/16/2024,41.55,10/17/2024,214.5,10/17/2024,138.6,10/17/2024,155.6,10/17/2024,103.1,10/17/2024,207.3,10/16/2024,28.03,10/17/2024,131.2,10/17/2024,265,10/17/2024,788
10/16/2024,"2,732.70",10/16/2024,597.2,10/16/2024,479.4,10/16/2024,338.4,10/16/2024,"1,645.50",10/16/2024,184.6,10/16/2024,164.4,10/16/2024,327.1,10/16/2024,778.8,10/16/2024,882.2,10/16/2024,199.5,10/16/2024,"1,515.00",10/16/2024,328.1,10/16/2024,316.6,10/16/2024,960,10/16/2024,"1,553.50",10/16/2024,176.6,10/16/2024,102.3,10/16/2024,310.8,10/15/2024,51.4,10/16/2024,88.36,10/16/2024,"10,340",10/15/2024,16.19,10/16/2024,48.6,10/15/2024,4.031,10/15/2024,10.425,10/16/2024,803.2,10/16/2024,460.4,10/16/2024,434.2,10/16/2024,"1,063.00",10/16/2024,217.4,10/15/2024,41.91,10/16/2024,215.8,10/16/2024,138.8,10/16/2024,151.7,10/16/2024,100.6,10/16/2024,204.2,10/15/2024,28.97,10/16/2024,127.9,10/16/2024,267.5,10/16/2024,789
10/15/2024,"2,744.93",10/15/2024,597.2,10/15/2024,480.6,10/15/2024,338,10/15/2024,"1,613.50",10/15/2024,186.1,10/15/2024,165.6,10/15/2024,326.5,10/15/2024,784,10/15/2024,886.4,10/15/2024,199.3,10/15/2024,"1,518.00",10/15/2024,329.1,10/15/2024,316.2,10/15/2024,940.2,10/15/2024,"1,600.50",10/15/2024,174.8,10/15/2024,102.3,10/15/2024,310.6,10/14/2024,52.3,10/15/2024,86.76,10/15/2024,"10,205",10/14/2024,17,10/15/2024,48.6,10/14/2024,4.018,10/14/2024,10.355,10/15/2024,802.4,10/15/2024,468.6,10/15/2024,436,10/15/2024,"1,063.00",10/15/2024,213.9,10/14/2024,41.39,10/15/2024,215.2,10/15/2024,141.4,10/15/2024,152.35,10/15/2024,101.5,10/15/2024,206.3,10/14/2024,29.8,10/15/2024,125.7,10/15/2024,267.1,10/15/2024,787.5
10/14/2024,"2,770.47",10/14/2024,609,10/14/2024,489.8,10/14/2024,337.9,10/14/2024,"1,622.50",10/14/2024,195.9,10/14/2024,173.3,10/14/2024,335.1,10/14/2024,786,10/14/2024,890.6,10/14/2024,198.9,10/14/2024,"1,525.00",10/14/2024,330.6,10/14/2024,314.5,10/14/2024,946.8,10/14/2024,"1,605.00",10/14/2024,173.3,10/14/2024,104.9,10/14/2024,313.3,10/11/2024,51.64,10/14/2024,78.32,10/14/2024,"10,425",10/11/2024,17.14,10/14/2024,48.5,10/11/2024,3.996,10/11/2024,10.365,10/14/2024,820.2,10/14/2024,468.8,10/14/2024,440,10/14/2024,"1,064.50",10/14/2024,214.2,10/11/2024,41.19,10/14/2024,219.3,10/14/2024,145.1,10/14/2024,151.85,10/14/2024,101.25,10/14/2024,206,10/11/2024,30.2,10/14/2024,131.9,10/14/2024,269.4,10/14/2024,777.5
10/11/2024,"2,768.74",10/11/2024,602.2,10/11/2024,485.6,10/11/2024,334.7,10/11/2024,"1,596.00",10/11/2024,194.2,10/11/2024,171.4,10/11/2024,340,10/11/2024,791.2,10/11/2024,880,10/11/2024,199.3,10/11/2024,"1,511.00",10/11/2024,329.8,10/11/2024,311.7,10/11/2024,972,10/11/2024,"1,604.00",10/11/2024,171.8,10/11/2024,104.9,10/11/2024,311.9,10/10/2024,51.52,10/11/2024,77.62,10/11/2024,"10,105",10/10/2024,16.76,10/11/2024,48,10/10/2024,4.048,10/10/2024,10.425,10/11/2024,820.5,10/11/2024,465,10/11/2024,443,10/11/2024,"1,077.50",10/11/2024,211.7,10/10/2024,40.75,10/11/2024,220.4,10/11/2024,146.4,10/11/2024,151.55,10/11/2024,101.5,10/11/2024,207.5,10/10/2024,29.59,10/11/2024,135.9,10/11/2024,267.7,10/11/2024,768.5
10/10/2024,"2,742.11",10/10/2024,598.2,10/10/2024,479.2,10/10/2024,334,10/10/2024,"1,596.50",10/10/2024,192.2,10/10/2024,169.8,10/10/2024,333.3,10/10/2024,785.8,10/10/2024,873,10/10/2024,197.6,10/10/2024,"1,528.50",10/10/2024,322.6,10/10/2024,311.2,10/10/2024,965,10/10/2024,"1,605.00",10/10/2024,170.3,10/10/2024,105.3,10/10/2024,304.8,10/9/2024,51.88,10/10/2024,77.46,10/10/2024,"9,886",10/9/2024,16.5,10/10/2024,48.5,10/9/2024,4.081,10/9/2024,10.395,10/10/2024,802.5,10/10/2024,467.3,10/10/2024,440.5,10/10/2024,"1,071.00",10/10/2024,211.9,10/9/2024,40.69,10/10/2024,217.8,10/10/2024,144.4,10/10/2024,151,10/10/2024,101.7,10/10/2024,207,10/9/2024,29.77,10/10/2024,136.8,10/10/2024,268.9,10/10/2024,783.5
