INDEX Date,INDEX Price,ABB Date,ABB Price,Alfa laval AB Date,Alfa laval AB Price,Assa Abloy B Date,Assa Abloy B Price,AstraZeneca Date,AstraZeneca Price,Atlas Copco A Date,Atlas Copco A Price,Atlas Copco B Date,Atlas Copco B Price,Boliden Date,Boliden Price,Carlsberg B Date,Carlsberg B Price,Coloplast Date,Coloplast Price,Danske Bank Date,Danske Bank Price,DSV Date,DSV Price,EQT AB Date,EQT AB Price,Essity B Date,Essity B Price,Evolution AB Date,Evolution AB Price,Genmab Date,Genmab Price,H&M B Date,H&M B Price,Hexagon B Date,Hexagon B Price,Investor B Date,Investor B Price,KONE Oyj Date,KONE Oyj Price,LM Ericsson B Date,LM Ericsson B Price,Moller Maersk B Date,Moller Maersk B Price,Neste Oyj Date,Neste Oyj Price,NIBE Industrier B Date,NIBE Industrier B Price,Nokia Oyj Date,Nokia Oyj Price,Nordea Bank Date,Nordea Bank Price,Novo Nordisk B Date,Novo Nordisk B Price,Novozymes B Date,Novozymes B Price,Oersted AS Date,Oersted AS Price,Pandora Date,Pandora Price,SAAB B Date,SAAB B Price,Sampo Oyj A Date,Sampo Oyj A Price,Sandvik AB Date,Sandvik AB Price,SCA B Date,SCA B Price,SEB A Date,SEB A Price,Svenska Handelsbanken A Date,Svenska Handelsbanken A Price,Swedbank A Date,Swedbank A Price,UPM-Kymmene Date,UPM-Kymmene Price,Vestas Wind Date,Vestas Wind Price,Volvo B Date,Volvo B Price,Zealand Pharma Date,Zealand Pharma Price
11/26/2020,"1,935.09",11/19/2020,224.8,11/19/2020,204.8,11/19/2020,216.5,11/19/2020,932.1,11/19/2020,108.1,11/19/2020,94.5,11/19/2020,251.6,11/12/2020,955,11/12/2020,956.4,11/12/2020,99,11/12/2020,"1,021.50",11/19/2020,195.9,11/19/2020,270.5,11/19/2020,649.8,11/12/2020,"2,306.00",11/19/2020,173,11/19/2020,101.1,11/19/2020,149.5,11/18/2020,70.9,11/19/2020,104.35,11/12/2020,"10,715",11/18/2020,53.94,11/19/2020,59.7,11/18/2020,3.301,11/18/2020,7.258,11/12/2020,215.2,11/12/2020,376.9,11/12/2020,"1,117.50",11/12/2020,596.6,11/19/2020,237.6,11/18/2020,31.86,11/19/2020,178.21,11/19/2020,134.6,11/19/2020,91.24,11/19/2020,81.68,11/19/2020,155.6,11/18/2020,26.99,11/12/2020,237.1,11/19/2020,191.02,11/12/2020,231.6
11/25/2020,"1,932.24",11/18/2020,230.5,11/18/2020,209.6,11/18/2020,219,11/18/2020,939.5,11/18/2020,107.7,11/18/2020,94.1,11/18/2020,256.53,11/11/2020,965.2,11/11/2020,947.2,11/11/2020,98.7,11/11/2020,"1,023.00",11/18/2020,194.55,11/18/2020,271.8,11/18/2020,660,11/11/2020,"2,290.00",11/18/2020,174.3,11/18/2020,101.3,11/18/2020,150.1,11/17/2020,71.1,11/18/2020,103.45,11/11/2020,"10,493",11/17/2020,52.84,11/18/2020,58.8,11/17/2020,3.276,11/17/2020,7.181,11/11/2020,213.5,11/11/2020,376.6,11/11/2020,"1,130.50",11/11/2020,602,11/18/2020,236.3,11/17/2020,31.77,11/18/2020,179.55,11/18/2020,135.8,11/18/2020,91.04,11/18/2020,81.83,11/18/2020,157.04,11/17/2020,26.68,11/11/2020,235.5,11/18/2020,191.36,11/11/2020,240
11/24/2020,"1,926.97",11/17/2020,230.3,11/17/2020,208.4,11/17/2020,224,11/17/2020,948.6,11/17/2020,107.6,11/17/2020,94,11/17/2020,255.07,11/10/2020,949.2,11/10/2020,929.4,11/10/2020,99,11/10/2020,"1,021.00",11/17/2020,191.45,11/17/2020,272.5,11/17/2020,656.4,11/10/2020,"2,299.00",11/17/2020,171.6,11/17/2020,101.1,11/17/2020,149.1,11/16/2020,70.76,11/17/2020,104.3,11/10/2020,"10,349",11/16/2020,53,11/17/2020,59.5,11/16/2020,3.242,11/16/2020,7.086,11/10/2020,210.8,11/10/2020,368,11/10/2020,"1,079.50",11/10/2020,579.4,11/17/2020,234.3,11/16/2020,32.06,11/17/2020,179.83,11/17/2020,134.8,11/17/2020,91.2,11/17/2020,81.62,11/17/2020,157.2,11/16/2020,26.54,11/10/2020,226.8,11/17/2020,191.26,11/10/2020,237.2
11/23/2020,"1,932.04",11/16/2020,227.7,11/16/2020,208.5,11/16/2020,219.4,11/16/2020,978,11/16/2020,107,11/16/2020,93.5,11/16/2020,255.9,11/9/2020,917.8,11/9/2020,960.4,11/9/2020,94.5,11/9/2020,"1,023.00",11/16/2020,191.35,11/16/2020,271.3,11/16/2020,652.6,11/9/2020,"2,385.00",11/16/2020,173.4,11/16/2020,101.2,11/16/2020,148.5,11/13/2020,71.46,11/16/2020,104.25,11/9/2020,"10,363",11/13/2020,52.56,11/16/2020,60.1,11/13/2020,3.193,11/13/2020,7.05,11/9/2020,214.9,11/9/2020,378.7,11/9/2020,"1,061.50",11/9/2020,577.2,11/16/2020,235.5,11/13/2020,31.54,11/16/2020,180.83,11/16/2020,134.4,11/16/2020,90.86,11/16/2020,81.3,11/16/2020,155.94,11/13/2020,26.4,11/9/2020,223.9,11/16/2020,190.16,11/9/2020,244
11/20/2020,"1,944.78",11/13/2020,225.5,11/13/2020,199.2,11/13/2020,215.8,11/13/2020,993,11/13/2020,106.9,11/13/2020,93.1,11/13/2020,245.67,11/6/2020,857,11/6/2020,944.4,11/6/2020,90.1,11/6/2020,"1,118.50",11/13/2020,191.25,11/13/2020,273.3,11/13/2020,649.4,11/6/2020,"2,462.00",11/13/2020,168.4,11/13/2020,100.5,11/13/2020,148.6,11/12/2020,72.58,11/13/2020,102.75,11/6/2020,"10,436",11/12/2020,52.6,11/13/2020,60.1,11/12/2020,3.185,11/12/2020,6.99,11/6/2020,222.7,11/6/2020,396.4,11/6/2020,"1,069.00",11/6/2020,538.4,11/13/2020,230.3,11/12/2020,31.7,11/13/2020,174.83,11/13/2020,131.7,11/13/2020,90.18,11/13/2020,80.28,11/13/2020,155.28,11/12/2020,26.35,11/6/2020,230.3,11/13/2020,185.43,11/6/2020,246.6
11/19/2020,"1,924.53",11/12/2020,224.6,11/12/2020,195.8,11/12/2020,217.8,11/12/2020,987.4,11/12/2020,105.7,11/12/2020,92,11/12/2020,248.59,11/5/2020,862.4,11/5/2020,950.6,11/5/2020,91.3,11/5/2020,"1,116.00",11/12/2020,187.3,11/12/2020,276.1,11/12/2020,650.4,11/5/2020,"2,492.00",11/12/2020,168.1,11/12/2020,101,11/12/2020,148.3,11/11/2020,73.46,11/12/2020,103.35,11/5/2020,"10,152",11/11/2020,53.22,11/12/2020,59.5,11/11/2020,3.143,11/11/2020,7.186,11/5/2020,225.8,11/5/2020,399.3,11/5/2020,"1,070.00",11/5/2020,544.4,11/12/2020,228.2,11/11/2020,32.71,11/12/2020,170.98,11/12/2020,130.4,11/12/2020,90.1,11/12/2020,79.86,11/12/2020,155.68,11/11/2020,26.85,11/5/2020,230.5,11/12/2020,183.52,11/5/2020,248.2
11/18/2020,"1,929.59",11/11/2020,226.8,11/11/2020,196.3,11/11/2020,219.8,11/11/2020,"1,004.80",11/11/2020,106.1,11/11/2020,91.8,11/11/2020,249.69,11/4/2020,853.4,11/4/2020,956.2,11/4/2020,88.4,11/4/2020,"1,093.00",11/11/2020,191.75,11/11/2020,278.5,11/11/2020,659,11/4/2020,"2,347.00",11/11/2020,171.9,11/11/2020,100.5,11/11/2020,149.6,11/10/2020,73.36,11/11/2020,102.35,11/4/2020,"10,118",11/10/2020,53.22,11/11/2020,59.2,11/10/2020,3.111,11/10/2020,7.587,11/4/2020,221.7,11/4/2020,395.5,11/4/2020,"1,048.00",11/4/2020,529.4,11/11/2020,232.6,11/10/2020,32.82,11/11/2020,172.31,11/11/2020,131.4,11/11/2020,90.5,11/11/2020,79.92,11/11/2020,156.46,11/10/2020,26.7,11/4/2020,215,11/11/2020,183.95,11/4/2020,241.4
11/17/2020,"1,922.97",11/10/2020,225.7,11/10/2020,197,11/10/2020,219.1,11/10/2020,975.6,11/10/2020,103.3,11/10/2020,90,11/10/2020,245.67,11/3/2020,826.2,11/3/2020,914.4,11/3/2020,91.6,11/3/2020,"1,065.00",11/10/2020,186.45,11/10/2020,269,11/10/2020,637,11/3/2020,"2,174.00",11/10/2020,175,11/10/2020,97.7,11/10/2020,147.4,11/9/2020,74.2,11/10/2020,99.82,11/3/2020,"10,017",11/9/2020,51.2,11/10/2020,58.4,11/9/2020,3.09,11/9/2020,7.457,11/3/2020,208.5,11/3/2020,385.1,11/3/2020,"1,030.50",11/3/2020,525.6,11/10/2020,234.6,11/9/2020,31.65,11/10/2020,172.5,11/10/2020,130,11/10/2020,90.4,11/10/2020,80.26,11/10/2020,156.94,11/9/2020,26.14,11/3/2020,222.8,11/10/2020,185.14,11/3/2020,225.6
11/16/2020,"1,926.36",11/9/2020,227.2,11/9/2020,194.2,11/9/2020,213.4,11/9/2020,946.7,11/9/2020,106.4,11/9/2020,92.4,11/9/2020,243.11,11/2/2020,817,11/2/2020,942,11/2/2020,88.9,11/2/2020,"1,039.00",11/9/2020,189.55,11/9/2020,267.9,11/9/2020,675.8,11/2/2020,"2,181.00",11/9/2020,169.6,11/9/2020,100,11/9/2020,148.3,11/6/2020,72.84,11/9/2020,106.85,11/2/2020,"9,998",11/6/2020,49.32,11/9/2020,61.5,11/6/2020,2.928,11/6/2020,6.924,11/2/2020,208.3,11/2/2020,389,11/2/2020,"1,021.00",11/2/2020,511,11/9/2020,229.5,11/6/2020,29.7,11/9/2020,170.74,11/9/2020,128.2,11/9/2020,88.22,11/9/2020,77.6,11/9/2020,153.16,11/6/2020,25.15,11/2/2020,214.3,11/9/2020,189.11,11/2/2020,221.6
11/13/2020,"1,915.71",11/6/2020,222.3,11/6/2020,181.5,11/6/2020,197,11/6/2020,964.5,11/6/2020,102.5,11/6/2020,88.6,11/6/2020,235.72,10/30/2020,809,10/30/2020,932.8,10/30/2020,85,10/30/2020,"1,035.00",11/6/2020,184.75,11/6/2020,265.2,11/6/2020,708.4,10/30/2020,"2,129.00",11/6/2020,154.3,11/6/2020,98.9,11/6/2020,143.7,11/5/2020,72.98,11/6/2020,104.85,10/30/2020,"9,825",11/5/2020,49.23,11/6/2020,60.6,11/5/2020,3.007,11/5/2020,6.954,10/30/2020,205.3,10/30/2020,384.1,10/30/2020,"1,014.50",10/30/2020,506.2,11/6/2020,215.8,11/5/2020,29.61,11/6/2020,158.08,11/6/2020,129.4,11/6/2020,81.48,11/6/2020,72.6,11/6/2020,146.46,11/5/2020,24.95,10/30/2020,218.2,11/6/2020,181.65,10/30/2020,213.2
11/12/2020,"1,927.97",11/5/2020,220.4,11/5/2020,182.3,11/5/2020,198.9,11/5/2020,971.5,11/5/2020,102.2,11/5/2020,88.5,11/5/2020,234.62,10/29/2020,820,10/29/2020,947.6,10/29/2020,85.6,10/29/2020,"1,022.00",11/5/2020,186.6,11/5/2020,265.7,11/5/2020,701.2,10/29/2020,"2,189.00",11/5/2020,154.1,11/5/2020,99,11/5/2020,143.3,11/4/2020,71.66,11/5/2020,105.1,10/29/2020,"9,597",11/4/2020,48.34,11/5/2020,61.2,11/4/2020,2.928,11/4/2020,6.957,10/29/2020,212.5,10/29/2020,391.6,10/29/2020,973,10/29/2020,511,11/5/2020,214.4,11/4/2020,29.72,11/5/2020,156.37,11/5/2020,127.5,11/5/2020,81.62,11/5/2020,73.29,11/5/2020,148.5,11/4/2020,25.01,10/29/2020,219.1,11/5/2020,180.79,10/29/2020,213.8
11/11/2020,"1,932.13",11/4/2020,218.7,11/4/2020,179.8,11/4/2020,194,11/4/2020,973,11/4/2020,100.2,11/4/2020,86.9,11/4/2020,231.06,10/28/2020,824.2,10/28/2020,938,10/28/2020,85.1,10/28/2020,"1,004.00",11/4/2020,179.7,11/4/2020,266.7,11/4/2020,691.2,10/28/2020,"2,137.00",11/4/2020,148.5,11/4/2020,96.5,11/4/2020,141.7,11/3/2020,70.48,11/4/2020,103.05,10/28/2020,"9,430",11/3/2020,48.09,11/4/2020,57.5,11/3/2020,2.875,11/3/2020,6.901,10/28/2020,210.8,10/28/2020,390.9,10/28/2020,944,10/28/2020,503.8,11/4/2020,214.1,11/3/2020,29.52,11/4/2020,152.85,11/4/2020,125.7,11/4/2020,81.5,11/4/2020,73.08,11/4/2020,148.56,11/3/2020,24.89,10/28/2020,203.6,11/4/2020,175.58,10/28/2020,212
11/10/2020,"1,911.63",11/3/2020,217,11/3/2020,179.3,11/3/2020,191.8,11/3/2020,917.8,11/3/2020,99.3,11/3/2020,86.2,11/3/2020,231.89,10/27/2020,836.2,10/27/2020,967.4,10/27/2020,88.5,10/27/2020,"1,029.00",11/3/2020,172.5,11/3/2020,260,11/3/2020,661,10/27/2020,"2,205.00",11/3/2020,149.4,11/3/2020,94.7,11/3/2020,138.3,11/2/2020,69.38,11/3/2020,101.6,10/27/2020,"9,767",11/2/2020,45.19,11/3/2020,56.1,11/2/2020,2.821,11/2/2020,6.644,10/27/2020,215.4,10/27/2020,391,10/27/2020,953.2,10/27/2020,522.2,11/3/2020,214,11/2/2020,28.62,11/3/2020,154.52,11/3/2020,122.8,11/3/2020,80.7,11/3/2020,72.52,11/3/2020,148.6,11/2/2020,24.33,10/27/2020,208,11/3/2020,172.05,10/27/2020,228
11/9/2020,"1,917.15",11/2/2020,214.4,11/2/2020,180.6,11/2/2020,191.9,11/2/2020,898.3,11/2/2020,98.5,11/2/2020,85.3,11/2/2020,225.4,10/26/2020,845.8,10/26/2020,958.6,10/26/2020,91.8,10/26/2020,"1,022.00",11/2/2020,168.85,11/2/2020,263.5,11/2/2020,660.2,10/26/2020,"2,195.00",11/2/2020,143.6,11/2/2020,93.8,11/2/2020,135.4,10/30/2020,68.34,11/2/2020,100.45,10/26/2020,"9,637",10/30/2020,44.68,11/2/2020,54,10/30/2020,2.9,10/30/2020,6.46,10/26/2020,219.5,10/26/2020,390.4,10/26/2020,966.6,10/26/2020,518.8,11/2/2020,209.7,10/30/2020,28.2,11/2/2020,156.85,11/2/2020,119.6,11/2/2020,78.44,11/2/2020,71.06,11/2/2020,143.6,10/30/2020,24.26,10/26/2020,206,11/2/2020,171.52,10/26/2020,224.4
11/6/2020,"1,884.32",10/30/2020,208.9,10/30/2020,180.5,10/30/2020,191,10/30/2020,909.9,10/30/2020,96.4,10/30/2020,83.5,10/30/2020,222.03,10/23/2020,854,10/23/2020,973.8,10/23/2020,93.8,10/23/2020,"1,045.00",10/30/2020,169.55,10/30/2020,257.9,10/30/2020,661,10/23/2020,"2,210.00",10/30/2020,144.6,10/30/2020,92.9,10/30/2020,133.6,10/29/2020,68.66,10/30/2020,99.28,10/23/2020,"9,897",10/29/2020,44.56,10/30/2020,53.6,10/29/2020,2.81,10/29/2020,6.331,10/23/2020,222.6,10/23/2020,391.5,10/23/2020,974.4,10/23/2020,534,10/30/2020,204.5,10/29/2020,28.32,10/30/2020,150.85,10/30/2020,120.8,10/30/2020,76.3,10/30/2020,69.09,10/30/2020,139.5,10/29/2020,23.93,10/23/2020,212.4,10/30/2020,165.5,10/23/2020,233.4
11/5/2020,"1,891.86",10/29/2020,208.1,10/29/2020,179.7,10/29/2020,189.6,10/29/2020,909.5,10/29/2020,96.7,10/29/2020,83.6,10/29/2020,221.57,10/22/2020,840.2,10/22/2020,969,10/22/2020,91.7,10/22/2020,"1,060.50",10/29/2020,164.1,10/29/2020,263.8,10/29/2020,655.6,10/22/2020,"2,208.00",10/29/2020,142.3,10/29/2020,91.4,10/29/2020,133.8,10/28/2020,68.54,10/29/2020,100.7,10/22/2020,"9,868",10/28/2020,44.19,10/29/2020,52.2,10/28/2020,3.447,10/28/2020,6.345,10/22/2020,222.1,10/22/2020,390.8,10/22/2020,969.6,10/22/2020,520,10/29/2020,205.1,10/28/2020,28.63,10/29/2020,152.42,10/29/2020,117.5,10/29/2020,76.6,10/29/2020,69.82,10/29/2020,139.36,10/28/2020,24.28,10/22/2020,211.8,10/29/2020,163.54,10/22/2020,236.2
11/4/2020,"1,857.17",10/28/2020,210.3,10/28/2020,180.6,10/28/2020,190.3,10/28/2020,906,10/28/2020,96.2,10/28/2020,83.3,10/28/2020,221.66,10/21/2020,841,10/21/2020,973.6,10/21/2020,91.8,10/21/2020,"1,069.00",10/28/2020,167.15,10/28/2020,271,10/28/2020,658.6,10/21/2020,"2,228.00",10/28/2020,142.6,10/28/2020,93.5,10/28/2020,133.9,10/27/2020,70.28,10/28/2020,100.65,10/21/2020,"9,911",10/27/2020,45.66,10/28/2020,52.5,10/27/2020,3.562,10/27/2020,6.628,10/21/2020,223.2,10/21/2020,392.5,10/21/2020,985.6,10/21/2020,529.4,10/28/2020,207,10/27/2020,29.38,10/28/2020,154.32,10/28/2020,116.4,10/28/2020,77.2,10/28/2020,69.93,10/28/2020,140.36,10/27/2020,24.88,10/21/2020,217.6,10/28/2020,161.3,10/21/2020,242
11/3/2020,"1,810.54",10/27/2020,215.9,10/27/2020,181.1,10/27/2020,196.8,10/27/2020,922.3,10/27/2020,97.9,10/27/2020,84.5,10/27/2020,226.23,10/20/2020,871.6,10/20/2020,979,10/20/2020,94.5,10/20/2020,"1,064.00",10/27/2020,171.15,10/27/2020,273.4,10/27/2020,690,10/20/2020,"2,260.00",10/27/2020,148.4,10/27/2020,92.8,10/27/2020,136.9,10/26/2020,70.38,10/27/2020,103.5,10/20/2020,"10,152",10/26/2020,47.48,10/27/2020,53,10/26/2020,3.563,10/26/2020,6.725,10/20/2020,225.5,10/20/2020,414.8,10/20/2020,"1,004.50",10/20/2020,533.6,10/27/2020,213.2,10/26/2020,29.89,10/27/2020,158.27,10/27/2020,116.8,10/27/2020,79.68,10/27/2020,71.74,10/27/2020,145.32,10/26/2020,25.62,10/20/2020,223.6,10/27/2020,166.03,10/20/2020,253.8
11/2/2020,"1,785.98",10/26/2020,218.1,10/26/2020,184.9,10/26/2020,198.9,10/26/2020,923.1,10/26/2020,97.6,10/26/2020,84.4,10/26/2020,226.5,10/19/2020,870.8,10/19/2020,980,10/19/2020,92.9,10/19/2020,"1,054.50",10/26/2020,170.15,10/26/2020,268.6,10/26/2020,677.2,10/19/2020,"2,306.00",10/26/2020,153.5,10/26/2020,93.2,10/26/2020,137.7,10/23/2020,71.52,10/26/2020,105.25,10/19/2020,"10,306",10/23/2020,49,10/26/2020,53.5,10/23/2020,3.601,10/23/2020,6.801,10/19/2020,225.6,10/19/2020,408.7,10/19/2020,"1,021.00",10/19/2020,541.4,10/26/2020,210.1,10/23/2020,30.8,10/26/2020,159.42,10/26/2020,116.1,10/26/2020,81.26,10/26/2020,73,10/26/2020,146.8,10/23/2020,25.81,10/19/2020,224.5,10/26/2020,168.99,10/19/2020,256.8
10/30/2020,"1,764.37",10/23/2020,220.4,10/23/2020,192.8,10/23/2020,206.2,10/23/2020,910,10/23/2020,99.8,10/23/2020,86.3,10/23/2020,238.37,10/16/2020,867.8,10/16/2020,989.2,10/16/2020,91.3,10/16/2020,"1,069.00",10/23/2020,175.3,10/23/2020,272.7,10/23/2020,703.4,10/16/2020,"2,347.00",10/23/2020,158.1,10/23/2020,95.4,10/23/2020,141.4,10/22/2020,71.26,10/23/2020,108.45,10/16/2020,"10,267",10/22/2020,49.69,10/23/2020,55.2,10/22/2020,3.567,10/22/2020,6.571,10/16/2020,226.1,10/16/2020,412.1,10/16/2020,"1,027.00",10/16/2020,554,10/23/2020,220.1,10/22/2020,30.79,10/23/2020,166.51,10/23/2020,118.3,10/23/2020,83.64,10/23/2020,74.55,10/23/2020,149.5,10/22/2020,25.89,10/16/2020,226.6,10/23/2020,175.35,10/16/2020,257.8
10/29/2020,"1,767.80",10/22/2020,223.9,10/22/2020,191.4,10/22/2020,210,10/22/2020,915.7,10/22/2020,99.1,10/22/2020,85.7,10/22/2020,237.27,10/15/2020,875.2,10/15/2020,987.2,10/15/2020,90.9,10/15/2020,"1,056.50",10/22/2020,174,10/22/2020,275.5,10/22/2020,694.6,10/15/2020,"2,327.00",10/22/2020,158.2,10/22/2020,95.6,10/22/2020,140.7,10/21/2020,73.96,10/22/2020,109,10/15/2020,"10,286",10/21/2020,47.88,10/22/2020,55.9,10/21/2020,3.567,10/21/2020,6.599,10/15/2020,223.6,10/15/2020,410,10/15/2020,"1,039.00",10/15/2020,552,10/22/2020,209.5,10/21/2020,30.93,10/22/2020,163.89,10/22/2020,118.2,10/22/2020,83,10/22/2020,74.25,10/22/2020,149.34,10/21/2020,26.04,10/15/2020,226,10/22/2020,173.96,10/15/2020,257.2
10/28/2020,"1,770.55",10/21/2020,223.5,10/21/2020,194.7,10/21/2020,208,10/21/2020,911.3,10/21/2020,99.8,10/21/2020,86.5,10/21/2020,236.36,10/14/2020,890.6,10/14/2020,981.8,10/14/2020,90.9,10/14/2020,"1,082.00",10/21/2020,178.75,10/21/2020,298.3,10/21/2020,708.8,10/14/2020,"2,419.00",10/21/2020,155.2,10/21/2020,95.6,10/21/2020,139.3,10/20/2020,74.94,10/21/2020,108,10/14/2020,"10,493",10/20/2020,48.39,10/21/2020,55.6,10/20/2020,3.572,10/20/2020,6.714,10/14/2020,228.8,10/14/2020,410.5,10/14/2020,"1,051.00",10/14/2020,567.8,10/21/2020,209.5,10/20/2020,31.25,10/21/2020,164.22,10/21/2020,119.2,10/21/2020,83.9,10/21/2020,74.42,10/21/2020,148.22,10/20/2020,26.02,10/14/2020,231.6,10/21/2020,172,10/14/2020,262.4
10/27/2020,"1,822.19",10/20/2020,225.7,10/20/2020,199.4,10/20/2020,216.9,10/20/2020,920.1,10/20/2020,102.7,10/20/2020,89.1,10/20/2020,235.08,10/13/2020,896.2,10/13/2020,997,10/13/2020,89.7,10/13/2020,"1,093.50",10/20/2020,188.4,10/20/2020,300.4,10/20/2020,705,10/13/2020,"2,411.00",10/20/2020,158.7,10/20/2020,97.4,10/20/2020,141.7,10/19/2020,74.66,10/20/2020,98.56,10/13/2020,"10,243",10/19/2020,48.49,10/20/2020,57,10/19/2020,3.545,10/19/2020,6.727,10/13/2020,233,10/13/2020,412,10/13/2020,"1,026.50",10/13/2020,579.8,10/20/2020,222.6,10/19/2020,31.19,10/20/2020,170.17,10/20/2020,117.5,10/20/2020,85.44,10/20/2020,75.49,10/20/2020,148,10/19/2020,26.55,10/13/2020,226,10/20/2020,176.45,10/13/2020,268.2
10/26/2020,"1,831.82",10/19/2020,227.3,10/19/2020,197.8,10/19/2020,212.8,10/19/2020,931.5,10/19/2020,102.5,10/19/2020,88.7,10/19/2020,232.34,10/12/2020,903.6,10/12/2020,995,10/12/2020,92.5,10/12/2020,"1,076.00",10/19/2020,188.35,10/19/2020,299.4,10/19/2020,708,10/12/2020,"2,398.00",10/19/2020,157.1,10/19/2020,97.8,10/19/2020,141.8,10/16/2020,75.44,10/19/2020,97.42,10/12/2020,"10,267",10/16/2020,48.67,10/19/2020,58,10/16/2020,3.416,10/16/2020,6.701,10/12/2020,232.2,10/12/2020,410.8,10/12/2020,"1,050.00",10/12/2020,556.2,10/19/2020,229.4,10/16/2020,31.02,10/19/2020,166.46,10/19/2020,119.2,10/19/2020,85.12,10/19/2020,75.59,10/19/2020,148.48,10/16/2020,26.34,10/12/2020,226.2,10/19/2020,177.07,10/12/2020,267.2
10/23/2020,"1,865.87",10/16/2020,228.3,10/16/2020,196.8,10/16/2020,211.8,10/16/2020,943.2,10/16/2020,102.8,10/16/2020,89.1,10/16/2020,228.42,10/9/2020,890,10/9/2020,981.6,10/9/2020,91.2,10/9/2020,"1,065.00",10/16/2020,190.4,10/16/2020,302.3,10/16/2020,715.2,10/9/2020,"2,350.00",10/16/2020,154.8,10/16/2020,98,10/16/2020,141.9,10/15/2020,74.22,10/16/2020,95,10/9/2020,"9,998",10/15/2020,47.6,10/16/2020,58.5,10/15/2020,3.42,10/15/2020,6.656,10/9/2020,226.9,10/9/2020,405.5,10/9/2020,"1,000.00",10/9/2020,571,10/16/2020,267.7,10/15/2020,30.9,10/16/2020,166.22,10/16/2020,120.1,10/16/2020,84.38,10/16/2020,75.15,10/16/2020,147.18,10/15/2020,25.83,10/9/2020,218,10/16/2020,174.68,10/9/2020,266.6
10/22/2020,"1,865.18",10/15/2020,226.5,10/15/2020,193.9,10/15/2020,210.8,10/15/2020,933.5,10/15/2020,102.2,10/15/2020,88.6,10/15/2020,226.68,10/8/2020,890.4,10/8/2020,982.8,10/8/2020,90.9,10/8/2020,"1,067.50",10/15/2020,185,10/15/2020,298.1,10/15/2020,716.8,10/8/2020,"2,349.00",10/15/2020,153.3,10/15/2020,95.9,10/15/2020,139.2,10/14/2020,75.02,10/15/2020,95.22,10/8/2020,"9,906",10/14/2020,48.23,10/15/2020,58.2,10/14/2020,3.466,10/14/2020,6.785,10/8/2020,219.7,10/8/2020,391.2,10/8/2020,993.4,10/8/2020,487.2,10/15/2020,261.2,10/14/2020,31.33,10/15/2020,163.08,10/15/2020,121,10/15/2020,83.22,10/15/2020,74.59,10/15/2020,143.62,10/14/2020,26.28,10/8/2020,221.7,10/15/2020,169.09,10/8/2020,262.6
10/21/2020,"1,875.94",10/14/2020,228.6,10/14/2020,195.9,10/14/2020,214.5,10/14/2020,945.3,10/14/2020,105,10/14/2020,90.9,10/14/2020,232.52,10/7/2020,866.2,10/7/2020,975.4,10/7/2020,88.4,10/7/2020,"1,055.00",10/14/2020,188.9,10/14/2020,301.6,10/14/2020,729,10/7/2020,"2,317.00",10/14/2020,158.4,10/14/2020,97.3,10/14/2020,141.7,10/13/2020,74.86,10/14/2020,95.8,10/7/2020,"9,998",10/13/2020,47.96,10/14/2020,59.6,10/13/2020,3.438,10/13/2020,6.745,10/7/2020,217.1,10/7/2020,394.6,10/7/2020,985.2,10/7/2020,491.7,10/14/2020,266.5,10/13/2020,31.17,10/14/2020,164.41,10/14/2020,124,10/14/2020,83.2,10/14/2020,74.72,10/14/2020,144.4,10/13/2020,26.18,10/7/2020,219.5,10/14/2020,173.05,10/7/2020,265.2
10/20/2020,"1,896.60",10/13/2020,227.5,10/13/2020,194.1,10/13/2020,212.8,10/13/2020,967.7,10/13/2020,105.8,10/13/2020,91.5,10/13/2020,232.98,10/6/2020,878,10/6/2020,965.6,10/6/2020,89,10/6/2020,"1,049.00",10/13/2020,177.6,10/13/2020,301,10/13/2020,740,10/6/2020,"2,366.00",10/13/2020,157.3,10/13/2020,96.7,10/13/2020,141.4,10/12/2020,74.88,10/13/2020,95.36,10/6/2020,"9,728",10/12/2020,47.41,10/13/2020,60.6,10/12/2020,3.416,10/12/2020,6.879,10/6/2020,219.2,10/6/2020,395.3,10/6/2020,955,10/6/2020,497.2,10/13/2020,269.1,10/12/2020,31.43,10/13/2020,164.94,10/13/2020,123.8,10/13/2020,81.74,10/13/2020,73.08,10/13/2020,140.92,10/12/2020,26.62,10/6/2020,212.6,10/13/2020,172.81,10/6/2020,268.4
10/19/2020,"1,898.49",10/12/2020,228.4,10/12/2020,198.6,10/12/2020,215,10/12/2020,975.4,10/12/2020,106.3,10/12/2020,92.3,10/12/2020,235.45,10/5/2020,878.2,10/5/2020,979,10/5/2020,87,10/5/2020,"1,070.50",10/12/2020,173.15,10/12/2020,303.9,10/12/2020,761.4,10/5/2020,"2,386.00",10/12/2020,160.2,10/12/2020,99,10/12/2020,142.9,10/9/2020,73.56,10/12/2020,95.92,10/5/2020,"9,772",10/9/2020,47.4,10/12/2020,60.7,10/9/2020,3.44,10/9/2020,6.856,10/5/2020,221,10/5/2020,403.2,10/5/2020,948,10/5/2020,490,10/12/2020,273,10/9/2020,31.05,10/12/2020,169.98,10/12/2020,125.7,10/12/2020,83.12,10/12/2020,73.71,10/12/2020,144.18,10/9/2020,26.16,10/5/2020,215.1,10/12/2020,175.01,10/5/2020,271.2
